CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
2034816,14000175232,2014175232,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/03/2014 02:18:00 PM,5XX BLOCK OF BOYLSTON AV E,C,C1,7400.1003,-122.323048869,47.62370445,"(47.62370445, -122.323048869)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,06/03/2014 12:47:00 PM
2035125,14000175722,2014175722,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/03/2014 08:35:00 PM,2XX BLOCK OF OCCIDENTAL AV S,K,K3,9200.2013,-122.332878054,47.600474101,"(47.600474101, -122.332878054)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,06/03/2014 07:32:00 PM
2035550,14000176071,2014176071,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/04/2014 04:13:00 AM,13XX BLOCK OF NE 43 ST,U,U2,5301.3008,-122.313746372,47.659802039,"(47.659802039, -122.313746372)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,06/04/2014 03:40:00 AM
2035723,14000176152,2014176152,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/04/2014 11:37:00 AM,1XX BLOCK OF HARVARD AV E,E,E1,7400.3005,-122.322196398,47.619315785,"(47.619315785, -122.322196398)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,06/04/2014 06:51:00 AM
2035893,14000176680,2014176680,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/04/2014 03:09:00 PM,5XX BLOCK OF NE 105 ST,N,N3,1200.3003,-122.321827063,47.704946939,"(47.704946939, -122.321827063)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2036302,14000177068,2014177068,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/04/2014 09:49:00 PM,ROY ST / QUEEN ANNE AV N,Q,Q3,7000.3014,-122.356706124,47.625452676,"(47.625452676, -122.356706124)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,06/04/2014 08:31:00 PM
2037032,14000178169,2014178169,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/05/2014 06:50:00 PM,3XX BLOCK OF 2 AV S,K,K2,9200.2021,-122.330807499,47.600464242,"(47.600464242, -122.330807499)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2042033,14000184993,2014184993,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/11/2014 04:15:00 AM,90XX BLOCK OF MERIDIAN AV N,N,N3,1800.1005,-122.333794365,47.695035605,"(47.695035605, -122.333794365)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,06/10/2014 10:05:00 PM
2049279,14000195123,2014195123,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/18/2014 09:56:00 PM,14XX BLOCK OF 1 AV,M,M3,8100.1010,-122.339559372,47.608324565,"(47.608324565, -122.339559372)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1939442,17000059072,201759072,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/17/2017 02:16:18 PM,2XX BLOCK OF JAMES ST,K,K1,8100.204,-122.33196,47.60254,"(47.60254, -122.33196)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,02/17/2017 01:14:27 PM
1817411,16000307619,2016307619,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/25/2016 03:03:30 PM,PINE ST / PIKE PL,M,M1,8100.3009,-122.341835,47.609432,"(47.609432, -122.341835)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1873831,16000405468,2016405468,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/09/2016 04:56:20 AM,MERCER ST OFF RP / I5 SB,D,D3,6600.1022,-122.32682,47.63015,"(47.63015, -122.32682)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,11/09/2016 03:58:35 AM
1874020,16000405699,2016405699,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/09/2016 01:25:38 PM,105XX BLOCK OF AURORA AV N,N,N3,1300.2002,-122.345085,47.705387,"(47.705387, -122.345085)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,11/09/2016 10:07:35 AM
1874811,16000407403,2016407403,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/10/2016 05:23:26 PM,2XX BLOCK OF 5 AV N,Q,Q3,7200.1024,-122.34761,47.620228,"(47.620228, -122.34761)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,11/10/2016 04:37:38 PM
1818406,16000309324,2016309324,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/26/2016 07:50:22 PM,1XX BLOCK OF CEDAR ST,D,D1,8001.1007,-122.35019,47.616135,"(47.616135, -122.35019)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,
1874775,16000407364,2016407364,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/10/2016 04:40:19 PM,19XX BLOCK OF 8 AV,M,M2,7300.3023,-122.335945,47.615337,"(47.615337, -122.335945)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1908126,16000468961,2016468961,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/31/2016 11:25:14 PM,18XX BLOCK OF NE 47 ST,U,U1,5301.1008,-122.307785,47.663055,"(47.663055, -122.307785)",SICK PERSON,PERSON DOWN/INJURY,CASUALTIES,12/31/2016 11:00:19 PM
1908557,17000000686,2017686,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/01/2017 03:00:54 PM,9XX BLOCK OF RAINIER AV S,G,G3,9400.2007,-122.30994,47.59379,"(47.59379, -122.30994)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1876981,16000411113,2016411113,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/13/2016 05:18:02 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1928687,17000038686,201738686,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/01/2017 10:15:37 AM,18XX BLOCK OF 12 AV,E,E2,7500.4,-122.3169,47.618183,"(47.618183, -122.3169)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,02/01/2017 07:06:20 AM
2088036,14000199194,2014199194,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/22/2014 03:26:00 AM,XX BLOCK OF S WASHINGTON ST,K,K3,9200.2012,-122.334853734,47.600884538,"(47.600884538, -122.334853734)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,06/21/2014 11:03:00 PM
2089658,14000202490,2014202490,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/24/2014 06:42:00 PM,4XX BLOCK OF MINOR AV N,D,D2,7300.1010,-122.332996526,47.622544758,"(47.622544758, -122.332996526)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,06/24/2014 02:56:00 PM
2092613,14000206700,2014206700,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/27/2014 04:24:00 PM,NE 120 ST / HIRAM PL NE,L,L2,700.3005,-122.298032029,47.715625126,"(47.715625126, -122.298032029)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2092703,14000206677,2014206677,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/27/2014 05:18:00 PM,42XX BLOCK OF SW DAWSON ST,W,W2,10500.3001,-122.386204208,47.555691685,"(47.555691685, -122.386204208)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,06/27/2014 03:55:00 PM
2094942,14000208633,2014208633,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/28/2014 11:11:00 PM,1XX BLOCK OF S WASHINGTON ST,K,K3,9200.2013,-122.333529121,47.600882389,"(47.600882389, -122.333529121)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,06/28/2014 11:07:00 PM
2100853,14000217792,2014217792,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/05/2014 04:58:00 PM,4 AV / MADISON ST,K,K1,8100.2025,-122.332910942,47.606086516,"(47.606086516, -122.332910942)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/05/2014 04:50:00 PM
2100867,14000217722,2014217722,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/05/2014 05:10:00 PM,12XX BLOCK OF 1 AV,M,M3,8100.1022,-122.337870639,47.606478385,"(47.606478385, -122.337870639)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/05/2014 03:50:00 PM
2100903,14000217850,2014217850,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/05/2014 06:27:00 PM,6XX BLOCK OF S MASSACHUSETTS ST,K,K3,9300.1020,-122.324734165,47.588226012,"(47.588226012, -122.324734165)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/05/2014 05:55:00 PM
2104082,14000222442,2014222442,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/09/2014 03:51:00 AM,6 AV / BLANCHARD ST,M,M2,7200.1055,-122.340915839,47.615928764,"(47.615928764, -122.340915839)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2104467,14000223028,2014223028,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/09/2014 02:57:00 PM,14XX BLOCK OF BROADWAY,E,E2,8400.1017,-122.320771375,47.613519513,"(47.613519513, -122.320771375)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2104886,14000223513,2014223513,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/09/2014 10:02:00 PM,11XX BLOCK OF NE RAVENNA BV,U,U3,4400.5005,-122.315662678,47.671617217,"(47.671617217, -122.315662678)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/09/2014 08:50:00 PM
2111233,14000232379,2014232379,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/16/2014 01:40:00 PM,14XX BLOCK OF 4 AV,K,K1,8100.2009,-122.336229328,47.609717576,"(47.609717576, -122.336229328)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
2113486,14000235371,2014235371,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/18/2014 07:48:00 PM,S MASSACHUSETTS ST / RAINIER AV S,R,R1,9400.2030,-122.30582957,47.588408878,"(47.588408878, -122.30582957)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/18/2014 05:06:00 PM
2114747,14000236841,2014236841,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/19/2014 10:58:00 PM,14XX BLOCK OF E JOHN ST,C,C2,7500.1010,-122.313910198,47.619958983,"(47.619958983, -122.313910198)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/19/2014 09:02:00 PM
2115766,14000238522,2014238522,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/21/2014 12:56:00 PM,12XX BLOCK OF SUMMIT AV,E,E2,8400.2003,-122.324549778,47.612051166,"(47.612051166, -122.324549778)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/21/2014 10:47:00 AM
2115897,14000238863,2014238863,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/21/2014 03:45:00 PM,11XX BLOCK OF ELLIOTT AV W,Q,Q3,5802.2010,-122.372088311,47.629437885,"(47.629437885, -122.372088311)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2118223,14000241754,2014241754,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/23/2014 11:41:00 PM,21XX BLOCK OF E YESLER WY,G,G2,9000.1001,-122.304391492,47.601670424,"(47.601670424, -122.304391492)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1899064,16000451742,2016451742,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/17/2016 12:54:25 AM,14XX BLOCK OF MINOR AV,E,E3,8300.2015,-122.32736,47.613438,"(47.613438, -122.32736)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,12/16/2016 08:56:43 PM
2119482,14000243376,2014243376,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/25/2014 12:34:00 PM,113XX BLOCK OF 12 AV NE,L,L2,1200.1001,-122.315184346,47.711620326,"(47.711620326, -122.315184346)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,07/25/2014 10:29:00 AM
1909246,17000001519,20171519,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/02/2017 07:14:50 PM,79XX BLOCK OF 35 AV SW,F,F2,11500.3016,-122.37663,47.531548,"(47.531548, -122.37663)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,01/02/2017 12:37:11 PM
2120845,14000246813,2014246813,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/27/2014 11:40:00 PM,26XX BLOCK OF 3 AV,M,M1,7200.2013,-122.34843088,47.61685497,"(47.61685497, -122.34843088)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/27/2014 11:36:00 PM
2121583,14000247326,2014247326,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/28/2014 01:00:00 PM,38XX BLOCK OF S MYRTLE ST,S,S1,11000.1010,-122.284421772,47.538881317,"(47.538881317, -122.284421772)",SLEEPER ABOARD BUS/COMMUTER TRAIN,DISTURBANCES,DISTURBANCES,
2124004,14000249625,2014249625,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/30/2014 04:38:00 AM,4XX BLOCK OF NW 44 ST,J,J2,4800.4022,-122.362472588,47.660481686,"(47.660481686, -122.362472588)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/30/2014 03:45:00 AM
2125297,14000251271,2014251271,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/31/2014 02:15:00 PM,47XX BLOCK OF 19 AV NE,U,U3,5301.1001,-122.307204509,47.66395556,"(47.66395556, -122.307204509)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,07/31/2014 10:50:00 AM
2129121,14000257248,2014257248,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/04/2014 09:59:00 PM,NE 47 ST / UNIVERSITY WY NE,U,U3,5301.2000,-122.313104004,47.663091424,"(47.663091424, -122.313104004)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2130427,14000258698,2014258698,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/05/2014 11:52:00 PM,22XX BLOCK OF EASTLAKE AV E,D,D2,6600.3003,-122.325893412,47.638987042,"(47.638987042, -122.325893412)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,08/05/2014 11:02:00 PM
1910030,17000003364,20173364,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/03/2017 09:57:49 PM,13XX BLOCK OF E MADISON ST,E,E2,7500.4012,-122.31487,47.613625,"(47.613625, -122.31487)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,01/03/2017 08:30:17 PM
2135574,14000265494,2014265494,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/11/2014 01:58:00 PM,27XX BLOCK OF 4 AV,M,M1,7200.2012,-122.348505985,47.618071315,"(47.618071315, -122.348505985)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,08/11/2014 10:45:00 AM
2135991,14000266002,2014266002,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/11/2014 10:37:00 PM,2XX BLOCK OF 13 AV E,C,C2,7500.1009,-122.315630377,47.620529799,"(47.620529799, -122.315630377)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,08/11/2014 06:49:00 PM
2136119,14000265999,2014265999,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/12/2014 12:42:00 AM,14XX BLOCK OF NW MARKET ST,B,B2,4700.3012,-122.374901486,47.668666144,"(47.668666144, -122.374901486)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,08/11/2014 07:01:00 PM
2136664,14000266782,2014266782,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/12/2014 05:15:00 PM,37XX BLOCK OF NE 75 ST,L,L3,2400.2009,-122.288082465,47.683045905,"(47.683045905, -122.288082465)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,08/12/2014 12:04:00 PM
2139462,14000270909,2014270909,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/15/2014 07:22:00 PM,20 AV E / E THOMAS ST,C,C1,7600.2004,-122.306047916,47.620481874,"(47.620481874, -122.306047916)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,08/15/2014 04:43:00 PM
2140248,14000272135,2014272135,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/16/2014 03:53:00 PM,17XX BLOCK OF BELLEVUE AV,E,E1,7400.5007,-122.326803608,47.616709299,"(47.616709299, -122.326803608)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2140398,14000272192,2014272192,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/16/2014 07:14:00 PM,87XX BLOCK OF HAMLET AV S,S,S3,11800.6011,-122.265563945,47.52513641,"(47.52513641, -122.265563945)",INJURED - IP/JO - PERSON/INDUSTRIAL ACCIDENT,PERSON DOWN/INJURY,PERSON DOWN/INJURY,08/16/2014 04:49:00 PM
2140783,14000272851,2014272851,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/17/2014 03:47:00 AM,36XX BLOCK OF 15 AV W,Q,Q2,5801.4033,-122.376207871,47.652299316,"(47.652299316, -122.376207871)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2142031,14000275260,2014275260,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/19/2014 12:55:00 AM,NE 88 ST / 17 AV NE,U,U1,2000.1018,-122.309520951,47.692139926,"(47.692139926, -122.309520951)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,08/18/2014 11:43:00 PM
2145719,14000279901,2014279901,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/22/2014 05:03:00 PM,14XX BLOCK OF HARVARD AV,E,E2,8400.1017,-122.322102198,47.61352655,"(47.61352655, -122.322102198)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2147043,14000283671,2014283671,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/25/2014 07:15:00 PM,2 AV / PIKE ST,M,M3,8100.2010,-122.338906797,47.609284041,"(47.609284041, -122.338906797)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,08/25/2014 06:09:00 PM
2146351,14000280718,2014280718,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/23/2014 08:35:00 AM,E DENNY WY / BELLEVUE AV,E,E1,7400.5003,-122.326727018,47.618490425,"(47.618490425, -122.326727018)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
2147640,14000286731,2014286731,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/28/2014 05:19:00 AM,PIKE ST / 3 AV,K,K1,8100.2010,-122.337793005,47.609748463,"(47.609748463, -122.337793005)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2147625,14000286669,2014286669,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/28/2014 02:25:00 AM,3 AV / BELL ST,M,M2,7200.2022,-122.344793586,47.614703743,"(47.614703743, -122.344793586)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2149542,14000296664,2014296664,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/05/2014 02:26:00 PM,10 AV / E PIKE ST,E,E2,7500.4007,-122.319447319,47.614083354,"(47.614083354, -122.319447319)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2153036,14000306491,2014306491,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/13/2014 12:27:00 PM,BROADWAY E / E HARRISON ST,E,E1,7400.2000,-122.320910062,47.621985884,"(47.621985884, -122.320910062)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,09/13/2014 11:48:00 AM
2153406,14000310126,2014310126,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/16/2014 01:36:00 PM,45XX BLOCK OF SW BRANDON ST,W,W2,10500.3006,-122.390224918,47.553936963,"(47.553936963, -122.390224918)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,09/16/2014 12:29:00 PM
2154879,14000311518,2014311518,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/17/2014 07:14:00 PM,127XX BLOCK OF 33 AV NE,L,L1,100.3008,-122.292493615,47.721007497,"(47.721007497, -122.292493615)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,09/17/2014 02:39:00 PM
1909825,17000002846,20172846,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/03/2017 04:23:28 PM,32XX BLOCK OF S EDMUNDS ST,R,R3,10300.4002,-122.29015,47.558666,"(47.558666, -122.29015)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,01/03/2017 01:18:17 PM
2156532,14000314038,2014314038,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/19/2014 07:15:00 PM,13 AV E / E JOHN ST,C,C2,7500.5007,-122.315619997,47.619943565,"(47.619943565, -122.315619997)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,09/19/2014 04:48:00 PM
2161395,14000320749,2014320749,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/25/2014 12:02:00 PM,120XX BLOCK OF AURORA AV N,N,N1,402.2005,-122.344896099,47.717174472,"(47.717174472, -122.344896099)",SICK PERSON,PERSON DOWN/INJURY,CASUALTIES,09/25/2014 10:24:00 AM
2161509,14000320867,2014320867,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/25/2014 04:49:00 PM,6XX BLOCK OF E MERCER ST,C,C1,7400.1003,-122.323538569,47.624282567,"(47.624282567, -122.323538569)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,09/25/2014 12:33:00 PM
2161570,14000321241,2014321241,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/25/2014 06:23:00 PM,15 AV / E YESLER WY,G,G1,8700.4014,-122.312878282,47.601684642,"(47.601684642, -122.312878282)",SICK PERSON,PERSON DOWN/INJURY,CASUALTIES,09/25/2014 05:25:00 PM
