"","CAD.CDW.ID","CAD.Event.Number","General.Offense.Number","Event.Clearance.Code","Event.Clearance.Description","Event.Clearance.SubGroup","Event.Clearance.Group","Date","Time","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract","Longitude","Latitude","Incident.Location","Initial.Type.Description","Initial.Type.Subgroup","Initial.Type.Group","At.Scene.Time","month","year"
"1325",2169004,14000332297,2014332297,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-04,"02:54:00 PM","BOYLSTON AV / E PIKE ST","E","E2",8400.1018,-122.323404639,47.614067251,"(47.614067251, -122.323404639)","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","","October",2014
"1326",2171242,14000335370,2014335370,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-07,"10:49:00 AM","4XX BLOCK OF 15 AV E","C","C2",7600.3002,-122.312636522,47.622595269,"(47.622595269, -122.312636522)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","October",2014
"1327",2172776,14000337571,2014337571,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-09,"03:51:00 AM","11XX BLOCK OF HIAWATHA PL S","G","G2",9400.2003,-122.307486565,47.592294645,"(47.592294645, -122.307486565)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","10/09/2014 12:47:00 AM","October",2014
"1328",2176021,14000342588,2014342588,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-13,"12:10:00 PM","132XX BLOCK OF AURORA AV N","N","N1",401.1016,-122.344996832,47.725035551,"(47.725035551, -122.344996832)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/13/2014 10:39:00 AM","October",2014
"1329",2177327,14000344489,2014344489,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-14,"07:44:00 PM","6XX BLOCK OF PINE ST","M","M2",8200.1002,-122.334817763,47.612368448,"(47.612368448, -122.334817763)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/14/2014 06:58:00 PM","October",2014
"1330",2180473,14000348840,2014348840,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-18,"10:13:00 AM","117XX BLOCK OF AURORA AV N","N","N1",600.3005,-122.344896099,47.717174472,"(47.717174472, -122.344896099)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/18/2014 07:58:00 AM","October",2014
"1331",2181222,14000349757,2014349757,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-19,"04:28:00 AM","10XX BLOCK OF S DONOVAN ST","F","F3",11200.3008,-122.318947232,47.525603632,"(47.525603632, -122.318947232)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/19/2014 12:30:00 AM","October",2014
"1332",2181593,14000350342,2014350342,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-19,"05:30:00 PM","N 51 ST / MERIDIAN AV N","J","J1",4600.3007,-122.333715419,47.665769443,"(47.665769443, -122.333715419)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/19/2014 03:40:00 PM","October",2014
"1333",2181803,14000350594,2014350594,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-19,"10:05:00 PM","94XX BLOCK OF 15 AV SW","F","F3",11300.2007,-122.354017782,47.518273318,"(47.518273318, -122.354017782)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","10/19/2014 08:21:00 PM","October",2014
"1334",1929360,17000040090,201740090,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2017-02-02,"06:43:39 AM","11XX BLOCK OF MADISON ST","E","E3",8300.1005,-122.324585,47.60957,"(47.60957, -122.324585)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","February",2017
"1335",2182473,14000351399,2014351399,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-20,"05:57:00 PM","1XX BLOCK OF 14 AV","G","G1",8600.3007,-122.314179501,47.602185022,"(47.602185022, -122.314179501)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","10/20/2014 03:01:00 PM","October",2014
"1336",2187165,14000359630,2014359630,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-27,"01:32:00 PM","26XX BLOCK OF SW BARTON ST","F","F2",11400.5003,-122.367311991,47.521027582,"(47.521027582, -122.367311991)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/27/2014 11:49:00 AM","October",2014
"1337",2188007,14000362658,2014362658,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-29,"06:58:00 PM","3XX BLOCK OF PINE ST","M","M2",8100.2002,-122.338146745,47.610975162,"(47.610975162, -122.338146745)","INJURED - IP/JO - PERSON/INDUSTRIAL ACCIDENT","PERSON DOWN/INJURY","PERSON DOWN/INJURY","","October",2014
"1338",2191906,14000364135,2014364135,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-30,"10:34:00 PM","8XX BLOCK OF DAVIS PL S","G","G2",9400.2005,-122.308441247,47.595194078,"(47.595194078, -122.308441247)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/30/2014 10:00:00 PM","October",2014
"1339",2193230,14000360055,2014360055,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-27,"07:30:00 PM","4XX BLOCK OF 15 AV E","C","C2",7600.3002,-122.312636522,47.622595269,"(47.622595269, -122.312636522)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/27/2014 04:32:00 PM","October",2014
"1340",2193309,14000359645,2014359645,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-10-27,"12:06:00 PM","RAINIER AV S / S HENDERSON ST","S","S2",11800.4,-122.269987093,47.523306764,"(47.523306764, -122.269987093)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","10/27/2014 11:52:00 AM","October",2014
"1341",2194711,14000371679,2014371679,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-06,"10:11:00 AM","111XX BLOCK OF AURORA AV N","N","N1",402.2005,-122.344760027,47.709059715,"(47.709059715, -122.344760027)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","11/06/2014 08:45:00 AM","November",2014
"1342",2203148,14000384025,2014384025,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-16,"05:01:00 PM","32XX BLOCK OF MORSE AV S","R","R2",10000.1012,-122.29867922,47.574557468,"(47.574557468, -122.29867922)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","11/16/2014 02:07:00 PM","November",2014
"1343",2207659,14000390630,2014390630,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-22,"04:02:00 AM","4XX BLOCK OF PINE ST","K","K1",8100.2006,-122.337320424,47.611321238,"(47.611321238, -122.337320424)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","11/22/2014 02:49:00 AM","November",2014
"1344",2208235,14000391689,2014391689,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-23,"01:56:00 AM","10XX BLOCK OF 1 AV","M","M3",8100.1033,-122.33656468,47.605051663,"(47.605051663, -122.33656468)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","11/23/2014 01:35:00 AM","November",2014
"1345",2208324,14000391533,2014391533,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-23,"12:24:00 AM","5XX BLOCK OF 3 AV","K","K2",8100.2035,-122.331082197,47.602412415,"(47.602412415, -122.331082197)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","11/22/2014 11:16:00 PM","November",2014
"1346",2208369,14000391456,2014391456,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-23,"12:36:00 AM","78XX BLOCK OF LAKE CITY WY NE","U","U1",2600.5009,-122.314253759,47.686062606,"(47.686062606, -122.314253759)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","11/22/2014 09:46:00 PM","November",2014
"1347",2208416,14000391338,2014391338,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-22,"11:40:00 PM","3XX BLOCK OF 6 AV S","K","K2",9200.1007,-122.326358796,47.599612408,"(47.599612408, -122.326358796)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","11/22/2014 07:52:00 PM","November",2014
"1348",2212232,14000397066,2014397066,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-11-28,"08:50:00 PM","1XX BLOCK OF N 39 ST","J","J2",4800.3041,-122.356891236,47.654151091,"(47.654151091, -122.356891236)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","11/28/2014 06:27:00 PM","November",2014
"1349",2213857,14000399430,2014399430,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-01,"11:38:00 AM","17XX BLOCK OF AURORA AV N","D","D1",6700.1005,-122.343471731,47.634734858,"(47.634734858, -122.343471731)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","12/01/2014 09:05:00 AM","December",2014
"1350",2215059,14000401273,2014401273,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-03,"02:40:00 AM","2 AV / PINE ST","M","M2",8100.2004,-122.339815384,47.610275592,"(47.610275592, -122.339815384)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","12/03/2014 02:38:00 AM","December",2014
"1351",2215617,14000401879,2014401879,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-03,"07:04:00 PM","22XX BLOCK OF 1 AV","M","M1",8002.2001,-122.345863107,47.612990814,"(47.612990814, -122.345863107)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","12/03/2014 05:05:00 PM","December",2014
"1352",2215673,14000401832,2014401832,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-03,"08:34:00 PM","4XX BLOCK OF 23 AV S","G","G2",9000.1006,-122.302231474,47.598579343,"(47.598579343, -122.302231474)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","12/03/2014 04:29:00 PM","December",2014
"1353",2216319,14000403060,2014403060,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-04,"07:02:00 PM","18XX BLOCK OF 8 AV","D","D2",7300.3024,-122.334677925,47.614504644,"(47.614504644, -122.334677925)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","December",2014
"1354",2217742,14000405055,2014405055,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-06,"08:31:00 PM","87XX BLOCK OF GREENWOOD AV N","N","N2",1700.2011,-122.355330165,47.693317652,"(47.693317652, -122.355330165)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","12/06/2014 06:50:00 PM","December",2014
"1355",2218839,14000404492,2014404492,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-06,"02:57:00 AM","9XX BLOCK OF 23 AV S","G","G2",8900.4012,-122.302213958,47.593802984,"(47.593802984, -122.302213958)","FOUND - PERSON","PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING","12/06/2014 02:25:00 AM","December",2014
"1356",2224833,14000414756,2014414756,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-15,"06:25:00 PM","41XX BLOCK OF BROOKLYN AV NE","U","U2",5301.4002,-122.314382775,47.65758841,"(47.65758841, -122.314382775)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","12/15/2014 04:15:00 PM","December",2014
"1357",2224989,14000414836,2014414836,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-15,"09:48:00 PM","45XX BLOCK OF SW OTHELLO ST","W","W3",11600.6002,-122.390578858,47.538015417,"(47.538015417, -122.390578858)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","12/15/2014 05:27:00 PM","December",2014
"1358",2225090,14000415172,2014415172,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-16,"12:38:00 AM","5XX BLOCK OF 3 AV","K","K2",8100.2035,-122.331082197,47.602412415,"(47.602412415, -122.331082197)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","December",2014
"1359",2226001,14000416387,2014416387,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-17,"05:00:00 AM","8 AV S / S JACKSON ST","K","K2",9200.1,-122.322447496,47.599185218,"(47.599185218, -122.322447496)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","12/17/2014 12:06:00 AM","December",2014
"1360",2228048,14000419455,2014419455,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-19,"08:22:00 PM","3 AV / PINE ST","K","K1",8100.2004,-122.338701659,47.610742765,"(47.610742765, -122.338701659)","SICK PERSON","PERSON DOWN/INJURY","CASUALTIES","","December",2014
"1361",2229179,14000420867,2014420867,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-21,"07:42:00 AM","105XX BLOCK OF DAYTON AV N","B","B1",1400.2009,-122.35277599,47.705983056,"(47.705983056, -122.35277599)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","12/21/2014 02:54:00 AM","December",2014
"1362",2229701,14000421667,2014421667,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-21,"11:16:00 PM","18XX BLOCK OF EASTLAKE AV","D","D2",7300.2015,-122.329153397,47.618237761,"(47.618237761, -122.329153397)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","December",2014
"1363",2231393,14000424003,2014424003,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-24,"02:22:00 AM","21XX BLOCK OF 5 AV","M","M2",7200.1058,-122.341124277,47.61488028,"(47.61488028, -122.341124277)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)","WEAPONS CALLS","WEAPONS CALLS","12/24/2014 01:44:00 AM","December",2014
"1364",2231342,14000423960,2014423960,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-24,"12:24:00 AM","2 AV / VIRGINIA ST","M","M3",8002.1001,-122.341755221,47.611730582,"(47.611730582, -122.341755221)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","December",2014
"1365",2231936,14000424772,2014424772,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-24,"09:53:00 PM","4XX BLOCK OF STEWART ST","M","M2",7200.1064,-122.338302953,47.612626071,"(47.612626071, -122.338302953)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","","December",2014
"1366",2235702,14000429667,2014429667,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-30,"02:21:00 PM","20XX BLOCK OF RAINIER AV S","O","O1",9400.3012,-122.303257157,47.585019717,"(47.585019717, -122.303257157)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","December",2014
"1367",2232754,14000425719,2014425719,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2014-12-26,"12:56:00 PM","83XX BLOCK OF 48 AV S","S","S2",11800.5,-122.272733246,47.528606687,"(47.528606687, -122.272733246)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","12/26/2014 11:01:00 AM","December",2014
"1368",2236940,15000000114,2015114,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-01,"02:05:00 AM","13 AV / E SPRING ST","E","E2",8600.1001,-122.315433755,47.611555478,"(47.611555478, -122.315433755)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","","January",2015
"1369",2237138,15000000301,2015301,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-01,"06:04:00 AM","15XX BLOCK OF E MADISON ST","G","G1",7900.4004,-122.312115478,47.614771774,"(47.614771774, -122.312115478)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","01/01/2015 04:15:00 AM","January",2015
"1370",2238509,15000002144,20152144,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-03,"02:17:00 AM","AURORA AV / DENNY WY","D","D1",7200.1038,-122.34337245,47.618553208,"(47.618553208, -122.34337245)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","","January",2015
"1371",2241286,15000005947,20155947,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-06,"10:09:00 PM","21XX BLOCK OF N 90 ST","N","N3",1900.4008,-122.332438504,47.693783325,"(47.693783325, -122.332438504)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","01/06/2015 07:28:00 PM","January",2015
"1372",2244286,15000010439,201510439,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-10,"01:39:00 PM","5 AV NE / NE 50 ST","J","J1",5200.4,-122.322862836,47.66497411,"(47.66497411, -122.322862836)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","","January",2015
"1373",2246210,15000013095,201513095,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-13,"01:23:00 AM","6XX BLOCK OF 3 AV","K","K2",8100.2034,-122.331735383,47.603126538,"(47.603126538, -122.331735383)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","01/12/2015 10:14:00 PM","January",2015
"1374",2247214,15000014798,201514798,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-14,"11:05:00 AM","18XX BLOCK OF YALE AV","D","D2",7300.2014,-122.330349055,47.617889224,"(47.617889224, -122.330349055)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","January",2015
"1375",2247575,15000015052,201515052,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-14,"07:08:00 PM","22XX BLOCK OF 5 AV","M","M2",7200.1055,-122.342424912,47.615648962,"(47.615648962, -122.342424912)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","01/14/2015 02:19:00 PM","January",2015
"1376",1920625,17000023796,201723796,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2017-01-20,"09:17:31 AM","105XX BLOCK OF 5 AV NE","L","L2",1200.3003,-122.32319,47.705578,"(47.705578, -122.32319)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","01/20/2017 05:52:09 AM","January",2017
"1377",2250424,15000019421,201519421,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-18,"11:00:00 AM","12XX BLOCK OF S LANE ST","G","G2",9000.302,-122.314992099,47.59665559,"(47.59665559, -122.314992099)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","01/18/2015 08:58:00 AM","January",2015
"1378",2251630,15000020976,201520976,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-19,"09:11:00 PM","14XX BLOCK OF 12 AV","E","E2",7500.4018,-122.316784623,47.613496501,"(47.613496501, -122.316784623)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","01/19/2015 06:48:00 PM","January",2015
"1379",2253632,15000023802,201523802,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-22,"03:27:00 AM","3 AV / YESLER WY","K","K2",8100.2042,-122.33026735,47.601714919,"(47.601714919, -122.33026735)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","January",2015
"1380",2253930,15000024181,201524181,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-22,"02:24:00 PM","19XX BLOCK OF N 46 ST","J","J3",5100.5008,-122.334455598,47.66212706,"(47.66212706, -122.334455598)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","01/22/2015 12:07:00 PM","January",2015
"1381",2254060,15000024511,201524511,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-22,"04:55:00 PM","XX BLOCK OF W MERCER ST","Q","Q3",7100.2004,-122.357362466,47.624585283,"(47.624585283, -122.357362466)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","January",2015
"1382",2257872,15000029618,201529618,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-27,"04:04:00 AM","7 AV / JAMES ST","E","E3",8500.3,-122.326973725,47.604623605,"(47.604623605, -122.326973725)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","01/27/2015 01:37:00 AM","January",2015
"1383",2258310,15000030329,201530329,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-27,"05:25:00 PM","41XX BLOCK OF 51 AV SW","W","W2",9702.4021,-122.397506333,47.565746564,"(47.565746564, -122.397506333)","UNKNOWN - COMPLAINT OF UNKNOWN NATURE","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","01/27/2015 03:41:00 PM","January",2015
"1384",581018,15000034249,201534249,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-30,"04:23:00 PM","43XX BLOCK OF SW ADMIRAL WY","W","W1",9800.1021,-122.387202701,47.581187608,"(47.581187608, -122.387202701)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","","January",2015
"1385",581334,15000036926,201536926,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-02-02,"03:17:00 AM","16XX BLOCK OF 17 AV","C","C1",7900.4001,-122.31015095,47.616016533,"(47.616016533, -122.31015095)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","02/01/2015 10:07:00 PM","February",2015
"1386",582168,15000035464,201535464,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-31,"03:12:00 PM","5XX BLOCK OF PINE ST","M","M2",8200.1003,-122.335928552,47.611904235,"(47.611904235, -122.335928552)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","01/31/2015 02:49:00 PM","January",2015
"1387",582420,15000035029,201535029,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-31,"07:15:00 AM","23 AV S / S JUDKINS ST","G","G3",9400.2018,-122.302502968,47.591890353,"(47.591890353, -122.302502968)","ASLT - IP/JO - PERSON SHOT OR SHOT AT","ASSAULTS","GUN CALLS","01/31/2015 04:36:00 AM","January",2015
"1388",582609,15000034689,201534689,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-01-31,"12:25:00 AM","19XX BLOCK OF HARBOR AV SW","W","W1",9600.5006,-122.377089669,47.586355563,"(47.586355563, -122.377089669)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","01/30/2015 09:58:00 PM","January",2015
"1389",644756,15000044962,201544962,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-02-09,"01:39:00 AM","69XX BLOCK OF FLORA AV S","O","O3",10900.1012,-122.321280536,47.540250417,"(47.540250417, -122.321280536)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","02/08/2015 07:43:00 PM","February",2015
"1390",644051,15000044202,201544202,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-02-08,"03:19:00 AM","3XX BLOCK OF 14 AV","G","G2",8600.1019,-122.314174122,47.604952704,"(47.604952704, -122.314174122)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","02/08/2015 01:21:00 AM","February",2015
